,UniqueID,no_intake_question,no_retest1_question,no_retest2_question,SET_program_num,ETO_PROGRAM,SET_admin_num,baseline_type,enroll_SET_type_num,enroll_SET_type,cycle_1_1,cycle_1_2,phase_1_1,phase_1_2,cycle_new,phase_new,newly_enrolled,early_or_end,intake,retest,GRYD_Zone_num,INTERVIEW_DATE_FB,ENROLLMENT_DATE_1,AGE_1_FB,SEX_1,GROUP_POSITION_1,group_position,TATTOO_REMOVE_1,comments_page1_1,S1,S2,S3,S4x,S5x,S7x,S6ax,S6b_Other_Activities,S9,S10,S10_num,S10x,S10z,S11a,S11a_Comments,S11b,S12,S13,S14,S16,ME17,ME18,ME19,ME20a,ME20b,ME20x,ME22_ER,P22,P23,P24,P25,P26,C1a,C1b,C2a,C2b,C3a,C3b,C4a,C4b,C5a,C5b,Group_name_part1,PUSH_1,PULL_1,FS89_foster_now,FS89_foster_past,FS89_group_now,FS89_group_past,FS89_adopted_now,FS89_adopted_past,FS89_parents_now,FS89_parents_past,FS89_relatives_now,FS89_relatives_past,FS89_spouse_now,FS89_spouse_past,FS89_boygirlfriend_now,FS89_boygirlfriend_past,FS89_alone_now,FS89_alone_past,FS90_younger,FS90_teenagers,FS90_20_29_adults,FS90_30_49_adults,FS90_older_adults,F1,F2,F3,IF_NO_FAMILY_TEXT,no_fam_num,F4,F5,FS91,FS92,FS93,FS94,FS95,FS96,FS97,FS98,FS100,FS101,FS102,FS103,FS104,FS105,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16a,F16bx,F17x,F18,F19,F20,F21,F22x,F23x,F24x,F25x,F26,F27,F28x,F29,F31x,F31b,group_name_part2,no_group_num,G2,G3a,G3b,EG1,EG2_most,EG2_youngest,EG2_oldest,EG3,EG4x,G5,G5_num,G6,G7,G8,G9,X11_FIXED,G10x,G11,G12x,G13,G14x,G15,G16,G17,G18,G19,G20,G21,G22a,G22bx,G23x,G24,G25,G26,G27,G28x,G29x,G30x,G31x,G32,G33,G34x,G35,G36x,G36b,G37,X18,X19,X20,X21,X22,A1,A1_Description,A2,A2_Description,A3,A3_Description,A4,O1_other_group_name,no_othgp_num,O4,O5,O6,O7x,O8,O9,X12_FIXED,O10,O11,O12,O13,O14,O15,O16,O17,O18,O19a,O19b,O20x,O21,O22,O23,O24,X10,X11,X12,X13,X14,X15,X16,X17,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8_Not_Honest,Completed_by_CIW,CIW_CLIENT_ID,CIW_INTERVIEW_DATE,CIW_COMPLETED_DATE,CIW1,CIW2,CIW3,CIW4,CIW5,CIW6_COMMENTS
1220,42428, , , ,1,1,1, ,1,intake,1,777,2,777,1,2,1,777,1,777,8,10/25/2017,10/13/2017,21,1,4,4,0,Blank,0.0,1.0,1.0,0.0,0.0,20.0,0.0,777,5.0,5.0,5,0.0,0.0,0.0,777,0.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,3.0,1.0,3.0,1.0,0.0,0.0,,1.0,30.0,0.0,,0.0,,No group,777,777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,10.0,10.0,2.0,2,30,7,777,1.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,4.0,2.0,5.0,4.0,2.0,4.0,4.0,5.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,No group,0.0,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,777,0.0,777,1.0,friends,0,friends,,,,,,,,2,,,,,,,,,,,,,,,,,3.0,9.0,2.0,9.0,9.0,9.0,0.0,0.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,"group name, pages 9-11",999,Hollenbeck 2-20-177-2,10/25/2017,10/25/2017,3.0,4.0,0.0,4.0,0.0,client is improving and wants to work
1221,42511, , , ,1,1,1, ,1,intake,1,777,3,777,1,3,1,777,1,777,8,1/10/2018,11/1/2017,15,2,3,3,0,Blank,0.0,0.0,1.0,30.0,0.0,0.0,6.0,Studio with GRYD,2.0,2.0,2,1.0,0.0,1.0,Moving neighborhood,1.0,3.0,4.0,4.0,5.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,1.0,2.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,School friends,No,Moving,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,777,1.0,4.0,3.0,5.0,5.0,3.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,5.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,School friends,1.0,13.0,1.0,14.0,6.0,19.0,12.0,50.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0,1.0,2,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,Project kids,0.0,777,0.0,777,0,Project kids,,,,,,,,2,,,,,,,,,,,,,,,,,1.0,2.0,2.0,3.0,1.0,4.0,0.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,Blank,999,Hollenbeck 2-20-180-2,1/10/2018,1/16/2018,1.0,4.0,0.0,4.0,0.0,Client has been attending studio sessions on the regular and also the Y.E.S Program. Also client is going to start the L.I.F.E. group
1222,42511, ,2, ,1,1, , , , ,777,2,777,6,2,6,777,2,777,2,8,11/6/2018,11/1/2017,16,2,3,3,0,Blank,1.0,0.0,0.0,30.0,5.0,0.0,2.0,YES program,4.0,1.0,1,1.0,0.0,0.0,777,0.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,0.0,,0.0,,0.0,,0.0,,0.0,,Friends,"Yes, friends betraying each other",Yes doing better in school,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,0.0,1,5,10,777,1.0,1.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,4.0,3.0,4.0,Friends,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,0.0,0.0,777,0.0,777,0.0,777,0,No other group,0.0,,,,,,, ,,,,,,,,,,,,,,,,,2.0,3.0,9.0,1.0,0.0,9.0,0.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,Blank,999, , , ,,,,,,no page 17 completed
1223,42925,2, , ,1,1,1,1, , ,1,777,777,6,1,6,777,2,777,1,8,8/2/2018,11/28/2017,18,1,3,3,0,Blank,0.0,0.0,0.0,0.0,0.0,75.0,0.0,777,1.0,1.0,1,1.0,1.0,0.0,777,0.0,5.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,Friends,No,"Yes, working more hours. I have two jobs.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,2,5,6,777,1.0,1.0,1.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,Friends,1.0,8.0,0.0,,5.0,18.0,16.0,18.0,0.0,0.0,5.0,5.0,4.0,4.0,1.0,2.0,2,1.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,777,0.0,777,0.0,777,0,No other group,0.0,,,,,,,9,,,,,,,,,,,,,,,,,1.0,2.0,9.0,4.0,9.0,9.0,0.0,0.0,4.0,2.0,1.0,3.0,2.0,5.0,4.0,Blank,999, , , ,,,,,,no page 17 completed
1224,43696,2, , ,1,1,2,1, , ,1,777,777,7,1,7,777,3,777,1,8,8/24/2018,2/5/2018,20,2,3,3,0,Blank,0.0,1.0,0.0,9.0,6.0,0.0,0.0,777,5.0,0.0,0,1.0,0.0,1.0,Babysitting before going back to school,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,5.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,,0.0,,0.0,,Friends,No,"Yes, baby and school",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,2,30,5,777,1.0,1.0,7.0,5.0,5.0,2.0,2.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,5.0,2.0,4.0,3.0,5.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,Friends,1.0,8.0,0.0,,5.0,21.0,20.0,29.0,0.0,0.0,4.0,4.0,4.0,4.0,3.0,2.0,1,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,777,0.0,777,0.0,777,0,No other group,0.0,,,,,,,9,,,,,,,,,,,,,,,,,1.0,1.0,9.0,4.0,1.0,9.0,0.0,0.0,3.0,2.0,1.0,3.0,2.0,5.0,4.0,Blank,999, , , ,,,,,,no page 17 completed
1225,47183, , , ,1,1,1, , , ,1,777,2,777,1,2,999,999,1,777,8,9/27/2018,9/20/2018,15,2,2,2,0,Blank,0.0,0.0,0.0,30.0,0.0,0.0,3.0,"boxing, hiking, excercise",5.0,2.0,2,1.0,0.0,1.0,Family issues,1.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,Friends,No,No,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,1.0,1,10,7,777,1.0,0.0,7.0,4.0,4.0,4.0,2.0,1.0,4.0,1.0,4.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,5.0,5.0,5.0,4.0,1.0,4.0,1.0,2.0,5.0,4.0,4.0,1.0,3.0,3.0,Friends,1.0,15.0,0.0,,1.0,16.0,15.0,17.0,0.0,1.0,3.0,3.0,0.0,3.0,1.0,1.0,2,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,1.0,5.0,3.0,3.0,4.0,4.0,1.0,1.0,3.0,2.0,5.0,5.0,5.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,777,0.0,777,0.0,777,0,No other group,0.0,,,,,,,9,,,,,,,,,,,,,,,,,1.0,2.0,9.0,9.0,0.0,9.0,0.0,1.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,Blank,999,Hollenbeck 2-20-190-3,9/27/2018,10/2/2018,1.0,4.0,2.0,4.0,1.0,Blank
1226,45591, , , ,1,1, , , , ,1,777,777,6,1,6,777,2,777,1,8,11/7/2018,6/7/2018,16,2,3,3,0,Blank,0.0,0.0,0.0,25.0,3.0,0.0,2.0,YES program,2.0,1.0,1,0.0,0.0,1.0,"School and family, court",1.0,2.0,2.0,2.0,2.0,3.0,5.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,3.0,5.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,Friends,No,No,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,3.0,3.0,1,5,13,777,1.0,2.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,4.0,5.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,1.0,4.0,1.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,Friends,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,777,0.0,777,0.0,777,0,No other group,0.0,,,,,,, ,,,,,,,,,,,,,,,,,2.0,1.0,9.0,1.0,0.0,9.0,0.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,Blank,999, , , ,,,,,,no page 17 completed
1227,45591, , , ,1,1,1, , , ,1,777,2,777,1,2,1,777,1,777,8,7/24/2018,6/7/2018,16,2,3,3,0,Blank,0.0,0.0,0.0,25.0,0.0,0.0,0.0,777,3.0,1.0,1,0.0,0.0,0.0,777,0.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,5.0,5.0,2.0,0.0,,0.0,,0.0,,0.0,,0.0,,Friends,"Yes, getting on probation","Yes, helping grandma more to the doctor",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,2.0,2.0,1,5,13,777,1.0,2.0,7.0,5.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,Friends,1.0,11.0,0.0,,4.0,16.0,16.0,16.0,0.0,0.0,3.0,3.0,3.0,3.0,1.0,1.0,1,0.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,777,0.0,777,0.0,777,0,No other group,0.0,,,,,,,9,,,,,,,,,,,,,,,,,3.0,1.0,9.0,1.0,0.0,9.0,0.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,Blank,999, , , ,,,,,,no page 17 completed
1228,45584, , , ,1,1, , , , ,1,777,777,7,1,7,777,3,777,1,8,11/1/2018,6/6/2018,15,1,3,3,0,Blank,0.0,0.0,0.0,30.0,2.0,0.0,4.0,Baseball,3.0,1.0,1,1.0,0.0,0.0,777,0.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,5.0,4.0,2.0,4.0,4.0,0.0,,0.0,,0.0,,0.0,,0.0,,No group,777,777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0,5,3,777,1.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,No group,0.0,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,1.0,1.0,1.0,School friends,0.0,777,0.0,777,0,School friends,,,,,,,,2,,,,,,,,,,,,,,,,,2.0,9.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,3.0,0.0,4.0,0.0,3.0,3.0,Pages 9-11,999,Hollenbeck 2-20-199-2,11/1/2018,11/1/2018,1.0,3.0,0.0,4.0,0.0,"Since client joined program, he has learned how to interact with more youth. Client is still in high school. Client also attends basketball games every Thursday at Hazard park."
1229,45584, , , ,1,1,1, , , ,1,777,3,777,1,3,999,999,1,777,8,7/31/2018,6/6/2018,15,1,3,3,0,Blank,0.0,0.0,0.0,20.0,5.0,0.0,0.0,777,3.0,1.0,1,1.0,0.0,0.0,777,0.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,5.0,5.0,3.0,4.0,5.0,0.0,,0.0,,0.0,,0.0,,0.0,,No group,777,777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0,5,4,777,1.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,1.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,No group,0.0,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,1.0,S.E.A.,1.0,S.E.A.,1.0,"""Homies""",0,Homies,,,,,,,,2,,,,,,,,,,,,,,,,,2.0,3.0,2.0,9.0,9.0,9.0,2.0,3.0,1.0,2.0,0.0,4.0,0.0,3.0,2.0,Pages 9-11,999,Hollenbeck 2-20-199-2,7/31/2018,7/31/2018,1.0,3.0,0.0,4.0,0.0,Client is doing better at school. Grades are improving. Participate at Y.E.S. program.
1230,44738, , , ,1,1, , , , ,1,777,777,7,1,7,777,3,777,1,8,11/6/2018,4/9/2018,17,1,3,3,0,Blank,0.0,0.0,0.0,40.0,0.0,0.0,0.0,777,0.0,0.0,0,0.0,0.0,0.0,777,0.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,1.0,0.0,0.0,,0.0,,0.0,,0.0,,No group,777,777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0,5,6,777,1.0,1.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,No group,0.0,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,777,0.0,777,0.0,777,0,No other group,0.0,,,,,,,9,,,,,,,,,,,,,,,,,2.0,9.0,9.0,0.0,9.0,9.0,0.0,0.0,2.0,3.0,0.0,4.0,0.0,3.0,3.0,Pages 9-11/pages 12-14,999,Hollenbeck 2-20-200-2,11/6/2018,11/6/2018,3.0,3.0,4.0,2.0,3.0,This client at streets. Him gang affiliate with East LA. Gave inf. program to help. Mentoring to attend drugs class at BAC program.
1231,44738, , , ,1,1,1, , , ,1,777,2,777,1,2,999,999,1,777,8,7/30/2018,4/9/2018,17,1,3,3,0,Blank,0.0,0.0,0.0,20.0,5.0,0.0,0.0,777,2.0,1.0,1,1.0,0.0,0.0,777,0.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,2.0,2.0,5.0,0.0,,0.0,,0.0,,0.0,,0.0,,No group,777,777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0,5,5,777,1.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,No group,0.0,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,777,1.0,SEA,1.0,Homies,0,Homies,,,,,,,,3,,,,,,,,,,,,,,,,,1.0,9.0,3.0,9.0,9.0,0.0,2.0,3.0,2.0,2.0,0.0,4.0,0.0,3.0,2.0,Pages 9-11,999,Hollenbeck 2-20-200-2,7/30/2018,7/30/2018,2.0,2.0,1.0,4.0,0.0,"Very good, doing what judge is telling him"
1232,45585, ,4, ,1,1, , , , ,1,777,777,6,1,6,777,2,777,1,8,12/12/2018,6/5/2018,21,2,3,3,0,Blank,0.0,1.0,0.0,0.0,0.0,55.0,0.0,777,7.0,0.0,0,0.0,0.0,1.0,"kids father not in picture, financial, housing",1.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,5.0,5.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,No group,777,777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,3,30,6,777,1.0,4.0,7.0,5.0,5.0,1.0,1.0,4.0,5.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,No group,0.0,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,777,0.0,777,1.0,999,0,friends,,,,,,,, ,,,,,,,,,,,,,,,,,3.0,9.0,2.0,9.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,3.0,3.0,5.0,4.0,Blank,999, , , ,,,,,,no page 17 completed
1233,45585, , , ,1,1,1, , , ,1,777,2,777,1,2,1,777,1,777,8,7/13/2018,6/5/2018,21,2,3,3,0,Blank,1.0,1.0,1.0,0.0,0.0,0.0,0.0,777,0.0,0.0,0,0.0,0.0,1.0,Living situation,1.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,3.0,5.0,4.0,5.0,5.0,1.0,0.0,,0.0,,0.0,,0.0,,0.0,,No group,"Yes, helping boyfriend stay out of trouble","Yes, focusing on kids",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,7.0,3.0,2.0,1.0,2.0,3,31,14,777,1.0,1.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,No group,0.0,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,777,0.0,777,0.0,777,0,No other group,0.0,,,,,,,9,,,,,,,,,,,,,,,,,4.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,4.0,2.0,1.0,3.0,0.0,5.0,4.0,Blank,999, , , ,,,,,,no page 17 completed
1234,44740, , , ,1,1, , , , ,1,777,777,6,1,6,777,2,777,1,8,10/3/2018,4/13/2018,18,1,3,3,0,Blank,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Y.E.S.,2.0,1.0,1,1.0,0.0,0.0,777,0.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,0.0,,0.0,,0.0,,0.0,,0.0,,No group,777,777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0,0,5,777,1.0,2.0,0.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,No group,0.0,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,1.0,Friends,0.0,777,1.0,Homies,0,Friends,,,,,,,,3,,,,,,,,,,,,,,,,,2.0,9.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,4.0,0.0,3.0,4.0,Blank,999,Hollenbeck 2-20-202-2,10/3/2018,10/3/2018,1.0,4.0,0.0,4.0,0.0,Client has made major improvements in the GRYD
1235,44740, , , ,1,1,1, , , ,1,777,3,777,1,3,999,999,1,777,8,7/31/2018,4/13/2018,18,1,3,3,0,Blank,0.0,0.0,0.0,0.0,0.0,0.0,4.0,GRYD,4.0,2.0,2,1.0,0.0,0.0,777,0.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,5.0,5.0,1.0,1.0,5.0,0.0,,0.0,,0.0,,0.0,,0.0,,No group,777,777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1,5,6,777,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,No group,0.0,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,777,1.0,GRYD,1.0,GRYD,1,GRYD,1.0,3.0,3.0,3.0,4.0,3.0,3.0,2,5.0,5.0,5.0,4.0,4.0,4.0,1.0,5.0,1.0,1.0,1.0,5.0,4.0,3.0,3.0,3.0,2.0,9.0,2.0,9.0,9.0,4.0,0.0,0.0,2.0,2.0,1.0,4.0,1.0,3.0,2.0,Pages 9-11,999,Hollenbeck 2-20-202-2,7/31/2018,7/31/2018,2.0,4.0,0.0,4.0,9.0,Client is a lot more open and cooperative
